DocID,DOI,ItemType,PublicationYear,Author,Title,PublicationTitle,Abstract,Notes,Psychology_Keywords,Philosophy_Keywords,Biology_Keywords,Medicine_Keywords,Max_Score,Second_Score,Difference,N_Max,AutomatedAssignment,Tie,Low_Confidence,AutomatedAssignment_Revision,Field,ReasonCorrection,ReasonCorrection_Standard
51,10.1037/0735-7036.116.4.369,JournalArticle,2002,"Foushée, Rebecca D; Lickliter, Robert",Early visual experience affects postnatal auditory responsiveness in bobwhite quail (Colinus virginianus).,Journal of Comparative Psychology,"Results from 6 experiments suggest perinatal visual experience interferes with postnatal auditory responsiveness in bobwhite quail (Colinus virginianus). Light- or dark-reared control chicks responded similarly to bobwhite maternal Calls A or B following hatching. Light-reared chicks that experienced 10 min/hr of Call A or B from hatching until testing preferred the familiar call at Days 2-4, but dark-reared chicks preferred the familiar call at all ages. Increased amounts of exposure to maternal calls during postnatal Days 1-2 led to auditory responsiveness deficits in light-reared chicks. Similarly, embryos exposed to 10 min/hr of prenatal visual cues required 48 hr of postnatal Call A or B exposure to demonstrate auditory discrimination. These findings highlight the linkages between developing auditory and visual systems during infancy.",About the influence of visual prenatal environment on post-natal auditory preferences and performance,3,0,0,0,3,0,3,1,Psychology,0,0,Psychology,Psychology,,
52,10.1080/1029842021000010866,JournalArticle,2002,"Koehl, Muriel; Lemaire, Valérie; Mayo, Willy; Abrous, Djoher Nora; Maccari, Stefania; Piazza, Pier Vincenzo; Le Moal, Michel; Vallée, Monique",Individual vulnerability to substance abuse and affective disorders: role of early environmental influences.,Neurotoxicity Research,"One of the most important questions raised by modern psychiatry and experimental psychopathology is the origin of mental diseases. More concisely, clinical and experimental neurosciences are increasingly concerned with the factors that render one individual more vulnerable than another to a given pathological outcome. Animal models are now available to understand the sources of individual differences for specific phenotypes prone to behavioral disadaptations. Over the last 10 years we have explored the consequences of environmental perinatal manipulations in the rat. We have shown that prenatal stress is at the origin of a wide range of physiological and behavioral aberrances such as alterations in the activity of the hormonal stress axis, increased vulnerability to drug of abuse, emotional liability, cognitive impairments and predisposition to pathological aging. Taken together, these abnormalities define a bio-behavioral syndrome. Furthermore, the cognitive disabilities observed in prenatally-stressed rats were recently related to an alteration of neurogenesis in the dentate gyrus, thus confirming the impact of early life events on brain morphology. A second model (handling model) has also been developed in which pups are briefly separated from their mothers during early postnatal life. In contrast with prenatally-stressed animals, handled rats exhibited a reduced emotion response when confronted with novel situations and were protected against age-induced impairments of both the hormonal stress axis and cognitive functions. Taken together, the results of these investigations show that the bio-behavioral phenotype that characterizes each individual is strongly linked to the nature and timing of perinatal experience. Furthermore, data collected in prenatally-stressed animals indicate that this model could be used profitably to understand the etiology and pathophysiology of affective disorders.",About the influence of early experience (including prenatal) in the development of mental illnesses,8,0,2,13,13,8,5,1,Medicine,0,0,Medicine,Medicine,,
53,10.1016/s0885-2014(02)00120-x,JournalArticle,2002,"Gottlieb, Gilbert",On the epigenetic evolution of species-specific perception: the developmental manifold concept,Cognitive Development,"As evolution proceeds, natural selection operates to preserve adaptive phenotypes. The adaptive phenotypes are produced during the course of individual development. Thus, natural selection favors animals that have had a particular developmental history, including, but not restricted to, their genes. This point is demonstrated by the importance of normally occurring embryonic sensory stimulation in the development of instinctive perception in two species of ducklings.",About the work Gottlieb did and how it influenced his views about evolution,5,3,7,0,7,5,2,1,Biology,0,0,Biology,Psychology,This is difficult because this is a psychologist publishing in a psychology journal about biological topics. I will give it psychology because he was a psychologist publishing in a psychological journal,Journal from different field; Author from different field
54,10.1023/a:1022025302896,JournalArticle,2002,"Raevskii, V. V.",Reorganization of Functional Systems in Ontogeny,Journal of Evolutionary Biochemistry and Physiology,"This paper presents data that many mechanisms functioning at a certain stage of development are eliminated from the systemic organization at the subsequent stage of ontogeny. A new point of view on the principles of function formation in ontogeny is proposed. It is based on the fact that in the process of development (embryonic period, early postnatal period, transition to an independent existence, etc.) the subjective structure of the external world changes, therefore adaptation at a certain stage of ontogeny implies creation of another system of function regulation, which provides survival of the organism under new conditions. This becomes possible owing to a reorganization of the functional systems of the organism, including formation of new mechanisms and elimination of everything from the behavioral repertoire, which had lost its adaptive importance at the given stage of ontogeny. Such reorganization is comparable with formation of a new species in the process of evolution (a transition to another ecological niche). To characterize principles of the transition from one stage of ontogeny to another and to emphasize certain common features of the evolutionary and ontogenetic processes, it is suggested to use the term “ontogenetic niche.”",About formulating a new theory of development,0,0,6,0,6,0,6,1,Biology,0,0,Biology,Biology,,
55,10.1016/s0306-9877(02)00151-2,JournalArticle,2002,"Brito, Gilberto N. O.",Mind from genes and neurons: a neurobiological model of Freudian psychology.,Medical Hypotheses,"A hypothetical neurobiological model of Freud's architecture of the mind is presented in an attempt to unify concepts and data derived from molecular biology (e.g., genomic imprinting), systems neuroscience (e.g., neuroanatomochemical circuitries), evolutionary psychology (e.g., human mating strategies), and Freudian psychology. The model posits that events related to genomic imprinting can be regulated in a tissue-specific manner over the course of neural development such that imprinting along the matriline would favor the development of corticostriatal structures whereas imprinting along the patriline would favor the development of limbic-subcortical structures. A neuropsychological analysis of the brain requirements for successful mating presumably would put an evolutionary premium on the corticostriatal system (matrilineal) in men and limbic-subcortical systems (patrilineal) in women. Additionally, the model emphasizes that the ego and the super-ego of Freudian psychology are dependent on corticostriatal mechanisms (matriline-related), while the id is dependent on brainstem processes (patriline-related). It is hoped that the model herein presented has heuristic value for a rapprochement of psychoanalysis and neurobiology.",About a neurobiological theory of psychoanalytic processes,7,1,4,2,7,4,3,1,Psychology,0,0,Psychology,Psychology,,
56,10.1037/0033-2909.129.6.819,JournalArticle,2003,"Lickliter, Robert; Honeycutt, Hunter",Developmental Dynamics: Toward a Biologically Plausible Evolutionary Psychology,Psychological Bulletin,"There has been a conceptual revolution in the biological sciences over the past several decades. Evidence from genetics, embryology, and developmental biology has converged to offer a more epigenetic, contingent, and dynamic view of how organisms develop. Despite these advances, arguments for the heuristic value of a gene-centered, predeterministic approach to the study of human behavior and development have become increasingly evident in the psychological sciences during this time. In this article, the authors review recent advances in genetics, embryology, and developmental biology that have transformed contemporary developmental and evolutionary theory and explore how these advances challenge gene-centered explanations of human behavior that ignore the complex, highly coordinated system of regulatory dynamics involved in development and evolution. ",About a critique of gene-centrism and a defense of the importance of development in evolution,5,2,12,0,12,5,7,1,Biology,0,0,Biology,Biology,,
57,10.1016/s0031-9384(03)00149-5,JournalArticle,2003,"Champagne, Frances A.; Francis, Darlene D.; Mar, Adam C.; Meaney, Michael J.",Variations in maternal care in the rat as a mediating influence for the effects of environment on development.,Physiology & Behavior,"Variations in maternal care have been widely considered as a critical influence in development. In the rat, variations in maternal behavior, particularly in licking/grooming, regulate the development of endocrine, emotional and cognitive responses to stress. These studies form the basis of a potentially useful model for the study of maternal effects in mammals. In this paper we provide a detailed methodological investigation into this model of maternal behavior, providing an analysis of the frequency, temporal dynamics, and transmission of maternal licking/grooming in several large cohorts. Frequency data indicate that licking/grooming is normally distributed across dams. The peak in licking/grooming occurs in the first few days postpartum and gradually declines. Dams designated as High or Low LG mothers differ in this behavior only during the first week postpartum. Observations over Days 2 to 5 postpartum are essential for the reliable assessments of individual differences in maternal behavior. Individual differences in licking/grooming behavior are stable across multiple litters, and are not associated with differences in litter size, weaning weight of pups, or gender ratio of the litter. We also observed no significant differences in the amount of licking/grooming received by individual pups within a litter, though variation does exist. Finally, maternal licking/grooming is transmitted to female offspring, though there is considerable within-litter variation in the expression of this behavior. Overall, these findings indicate considerable, normal variations in licking/grooming in the rat that are a stable, individual characteristic of rat dams.",About licking and grooming in mother rats,3,0,0,1,3,1,2,1,Psychology,0,0,Psychology,Psychology,,
58,10.1684/j.1950-6945.2003.tb00568.x,JournalArticle,2003,"Scher, Mark S.",Prenatal contributions to epilepsy: lessons from the bedside,Epileptic Disorders,"While epilepsy can present at any age, this condition often occurs because of adverse events early in life. Pathogenetic mechanisms also cause deleterious consequences to the brain during prenatal life. For the epileptologist to fully appreciate developmental epileptogenesis, one must apply an ontogenetic approach (i.e. ""nature-nurture-niche"") in order to study the epileptic condition from a fetal neurology perspective. Genetic susceptibility can involve pre-fertilization and post-fertilization mechanisms that dictate the timing and form of major malformations associated with specific epileptic syndromes. Maternal, fetal, and placental disease conditions also contribute to either brain malformations or injuries, depending on events during the first or second half of pregnancy. Sequential stages during prenatal brain development, from embryonic through perinatal periods, specify which gray and white matter structures may be adversely altered, with later expression of seizures in the context of motor, cognitive and behavioral deficits. Translational research from bench to bedside should consider the acquired causes of pediatric and adult epilepsies in the context of the patient's genetic environment.",About the importance of development and early prenatal events in epilepsy,2,0,0,5,5,2,3,1,Medicine,0,0,Medicine,Medicine,,
59,10.1002/dev.10114,JournalArticle,2003,"Wagman, Jeffrey B.; Miller, David B.",Nested reciprocities: the organism-environment system in perception-action and development.,Developmental Psychobiology,"The ecological approach to studying perception and action is one in which researchers view the structure in ambient energy arrays surrounding a given organism as being sufficient to specify meaningful environmental properties to that organism. Thus, from this perspective, perception is viewed not as a cognitive achievement but as a lawful state of affairs that exists in an organism-environment system. The approach to studying development known as transactionalism is one in which researchers view the developmental process as the expression of a complex web of endogenous and exogenous factors. Thus, from this perspective, development is not an unfolding of a genetic program, but rather an ongoing exchange among levels of the organism-environment system that continues throughout the life span of the organism. Despite their independent development, these two meta-theoretical approaches have much in common. In each approach, the organism-environment system is the fundamental unit of analysis, and the development of perception and behavior is spread across the multiple levels of this system.",About the importance of development in perception,7,0,2,0,7,2,5,1,Psychology,0,0,Psychology,Psychology,,
60,10.1002/dev.10109,Commentary,2003,"Johnston, Timothy D.",Advancing the ecological agenda in developmental science: Wagman and Miller.,Developmental Psychobiology,NA,About a commentary to a proposal of integration of developmental and ecological psychology,2,0,4,0,4,2,2,1,Biology,0,0,Biology,Psychology,The topic and journal is psychological,Journal from different field; Author from different field
61,10.1006/anbe.2003.2180,JournalArticle,2003,"Stamps, Judy A.",Behavioural processes affecting development: Tinbergen's fourth question comes of age,Animal Behaviour,"Interest in relationships between behaviour and development has been spurred by research on related topics, including phenotypic plasticity, parental effects, extragenetic inheritance, individual differences and trait syndromes. Here, I consider several emerging areas of research in the interface between behaviour and development, with a focus on behavioural processes that are likely to affect the development and maintenance of interindividual variation in a wide array of morphological, physiological and behavioural traits. Using a norm of reaction approach, I introduce and illustrate the complexities of phenotypic development. Next, I consider the implications of environmental selection and niche construction for phenotypic development, and consider why these behavioural processes are likely to encourage the development and maintenance of repeatable, stable individual differences and trait syndromes. Parental effects involving behaviour also affect the development of a wide array of phenotypic traits; differential allocation is a currently underappreciated type of parental effect, by which males can affect the development of their offspring via nongenetic means, even if those males have no contact with their young. Behavioural parental effects also contribute to extragenetic inheritance, and recent studies suggest that this phenomenon may be more widespread than previously suspected. The effects of behavioural processes on phenotypic development have interesting implications for problems in related disciplines (e.g. ecology, evolution and conservation biology), providing additional impetus for future research on the effects of behavioural mechanisms on the development of behavioural and other traits.","About the importance of development for heredity, behavior and evolution",0,0,16,0,16,0,16,1,Biology,0,0,Biology,Biology,,
62,10.1002/dev.20000,JournalArticle,2004,"Mickley, G. Andrew; Kenmuir, Cynthia L.; Dengler-Crish, Christine M.; McMullen, Colleen A; McConnell, Anna; Valentine, Elizabeth L.",Repeated exposures to gustatory stimuli produce habituation or positive contrast effects in perinatal rats.,Developmental Psychobiology,"Adult rats exhibit a decrease in consummatory responses following repeated presentations of a taste (habituation) and an increase in consummatory responses if they experience an upward shift in the magnitude or intensity of a gustatory stimulus (e.g., sucrose or saccharin). These responses do not represent a direct sensorimotor reaction to a gustatory cue, but rather reflect a change in responding based on the memory of a previous taste. Here, we sought to determine if fetal rats could (like adults) adjust their orofacial motor responses based on a memory of recent gustatory experience. Embryonic Day 18 (E18) or Day 19 (E19) rat fetuses received oral lavage with either 0.15 or 0.30% saccharin (SAC). Subsequently, observations of orofacial movements (mouthing and licking) following oral lavage with 0.30% SAC were made 50 min later, 24 hr later, or on postnatal Day 3 (P3). Thus, some animals were in a ""shifted"" condition in which they first experienced a relatively low concentration of SAC and then a higher one while control rats (""nonshifted"") received 0.30% SAC during both taste exposures. Fetuses exhibited evidence of both habituation (with repeated presentation of the 0.30% SAC) and positive contrast effects (PCEs) (following an upward shift in SAC concentration) when retested 50 min after their first exposure to SAC on E19. However, these animals did not exhibit PCEs 24 hr later or 5 days later (on P3). Contrast effects were not observed when the initial SAC exposure was on E18, and habituation responses were variable depending on the time interval between the taste presentations to these animals. Rats with a 5- to 6-day latency between the two taste presentations showed neither PCEs nor habituation. Our data indicate that PCEs and habituation effects emerge at different ages, and their demonstration is dependent upon the latency between the taste presentations.","About gustatory perception, habituation, and learning",3,0,0,0,3,0,3,1,Psychology,0,0,Psychology,Psychology,,
63,10.1017/cbo9780511498541,Book,2004,"Robert, Jason Scott","Embryology, Epigenesis and Evolution: Taking Development Seriously",NA,"Historically, philosophers of biology have tended to sidestep the problem of development by focusing primarily on evolutionary biology and, more recently, on molecular biology and genetics. Quite often too, development has been misunderstood as simply, or even primarily, a matter of gene activation and regulation. Nowadays a growing number of philosophers of science are focusing their analyses on the complexities of development, and in Embryology, Epigenesis and Evolution Jason Scott Robert explores the nature of development against current trends in biological theory and practice and looks at the interrelations between development and evolution (evo-devo), an area of resurgent biological interest. Clearly written, this book should be of interest to students and professionals in the philosophy of science and the philosophy of biology.",About the philosophical implications of development on evolution,0,13,17,0,17,13,4,1,Biology,0,0,Biology,Philosophy,"This is a historical-philosophical book, so was changed accordingly",Journal from different field; Author from different field
64,10.1192/bjp.184.2.101,JournalArticle,2004,"Eisenberg, Leon",Social psychiatry and the human genome: contextualising heritability.,The British Journal of Psychiatry,"April 2003 marked the 50th anniversary of one of the great intellectual achievements of 20th century biological science: deciphering of the DNA code by Jim Watson and Francis Crick ([Watson & Crick, 1953][1]). It is also the month and year in which The National Human Genome Research Institute announced completing the human genome (Reference Collins, Morgan and PatrinosCollins et al, 2003). Is this the time to hold a memorial mass to bury social psychiatry, an outmoded corpus of work, charming in its day but overtaken by the relentless pace of scientific advance?",About the implications of the human genome project and its failure,2,0,2,6,6,2,4,1,Medicine,0,0,Medicine,Medicine,,
65,10.4324/9780203579084.ch2,BookChapter,2004,"Peck, Jamie; Theodore, Nik",Cycles of Contingency: The Temporary Staffing Industry and Labour Market Adjustment in the U.S.,International Perspectives on Temporary Work,"The temporary stafﬁng industry (TSI) in the United States has enjoyed phenomenal growth during the last three decades, aided in large part by a climate of deregulation that has allowed employers to expand their use of contingent workers. By the close of the 1990s, the TSI was viewed as being among the more conspicuous New Economy success stories-an industry that would enjoy fast growth during recoveries, yet was ideally positioned to weather recessions. This supposedly acyclical industry quickly became the darling of stock market analysts, in the process generating needed investment for the TSI while also bestowing on it a new-found legitimacy. The rapid growth of the TSI seemed to signal the maturation of ﬂexible labour market strategies which were reckoned to be immune to business cycles threats and protected from rising wage pressures by virtue of their very rationale-cost-containment stafﬁng strategies based on the provision of workers on an as-needed basis. During recoveries, employers would increase their use of temp workers as a low-cost means of expanding capacity. As the economy slowed, it was thought, employers would maintain their use of temps as a nearly risk-free, counter-cyclical stafﬁng strategy. But as became evident during the 2001 recession, when the TSI lost more than 540,000 jobs in the slowdown, the TSI is far from recession-proof.",About the temporary staffing industry and its vulnerability to economic cycles,0,0,0,0,0,0,0,4,Other,1,1,Other,Other,,
66,10.1016/j.bbr.2004.11.009,JournalArticle,2004,"Zimmerberg, Betty; Brunelli, Susan A.; Fluty, Alyssa J.; Frye, Cheryl A.",Differences in affective behaviors and hippocampal allopregnanolone levels in adult rats of lines selectively bred for infantile vocalizations.,Behavioural Brain Research,"Allopregnanolone, 3 alpha-hydroxy-5 alpha-pregnan-20-one (3 alpha,5 alpha-THP), a progesterone metabolite, is an endogenous neurosteroid mediating affective behaviors via its positive modulation of GABA(A) receptors. In order to better understand the role of this neurosteroid in individual differences in affective behavior, we used an animal model based on selective breeding for an infantile affective trait, ultrasonic vocalizations (USV). Adult male and female (in either proestrus or diestrus) rats that had been bred for low (low line) or high (high line) rates of USV after maternal separation were tested in a series of affective behavioral tests: open field, emergence, social interaction, defensive freezing, and the Porsolt forced swim task. Concentrations of allopregnanolone in combined hippocampus and amygdala tissue were then measured. low line subjects showed significantly lower anxiety and depression responses in the emergence, open field, and Porsolt forced swim tasks than did high line subjects. Proestrus females exhibited less affective behaviors than diestrus females or males. Allopregnanolone levels in hippocampus/amygdala were significantly higher in low line subjects compared to high line subjects, and in proestrus females compared to diestrus females and males. These data indicate that: (1) affective behaviors in lines selectively bred for an infantile anxiety trait exhibit selection persistence into adulthood; and (2) levels of allopregnanolone in the limbic system parallel selected disparities in affective behavior, suggesting a selection for alterations in the neurosteroid/GABA(A) receptor system in these lines.",About the effect of a chemical on affective behavior in artificially bred lineages of rats,4,0,0,3,4,3,1,1,Psychology,0,1,Ambiguous_Close,Psychology,Psychology because it deals with the physiological basis of emotions,Content from assigned field
67,10.1111/j.1467-7687.2004.00382.x,JournalArticle,2004,"Cheslock, Sarah J.; Sanders, Sarah; Spear, Norman E.",Learning during the newborn's first meal: special resistance to retroactive interference.,Developmental Science,"At their first postnatal meal, 3-hour-old rats learned an association between an odor and a sweet or bitter taste. Retention after a long interval or after associative interference was compared to that of 1-day-old rats. Despite equivalent and negligible effect of the long retention interval, contrary to infantile amnesia, newborns differed strikingly from 1-day-olds in susceptibility to associative interference. When lemon odor predicted saccharin in the first episode but quinine in the second, 1-day-olds had strong retroactive interference, but the newborn's first memory was unaffected by the second. The results were identical when the first memory was a lemon-quinine association and the second a lemon-saccharin association. It is uncertain whether this special robustness of memories associated with the first postnatal meal is best understood in terms of cognitive primacy or neurochemical and physiological consequences of the birth process.",About learning in the post-natal first meal,6,0,0,0,6,0,6,1,Psychology,0,0,Psychology,Psychology,,
68,10.1242/jeb.01008,JournalArticle,2004,"Göth, Ann; Evans, Christopher S.",Social responses without early experience: Australian brush-turkey chicks use specific visual cues to aggregate with conspecifics.,The Journal of Experimental Biology,"Almost all birds depend upon early experience with adults and siblings to learn recognition cues. Megapodes, such as the Australian brush-turkey (Alectura lathami), have evolved a very different life history. Eggs are incubated in mounds of decaying organic material. Chicks hatch asynchronously and receive no parental care, so imprinting cannot occur. Nevertheless, chicks subsequently form groups with similar-aged conspecifics. We explored the perceptual basis of this aggregation response, focussing on likely visual cues, such as pecking movements and body colour. Experiments were conducted under naturalistic conditions in a large aviary, using realistic robot models and colour filters. The robots successfully evoked a range of social responses resembling those of a live companion. Aggregation depended upon both behaviour and morphology. Simultaneous choice tests revealed that brush-turkey chicks preferred a pecking robot over either a static model or a scanning robot, suggesting that responsiveness depends upon particular movement patterns. In addition, chicks were sensitive to changes in appearance but only those that affected radiance at short wavelengths. The mechanism underlying social aggregation after hatching hence involves relatively specific cues. This perceptual bias seems to be largely experience independent and may exploit attributes to which potential predators are insensitive.",About the formation of agreggations in an bird species without parental care,6,0,3,0,6,3,3,1,Psychology,0,0,Psychology,Psychology,,
69,10.1196/annals.1314.007,JournalArticle,2004,"Zhang, Tie-Yuan; Parent, Carine; Weaver, Ian C. G.; Meaney, Michael J.",Maternal programming of individual differences in defensive responses in the rat.,Annals of the New York Academy of Sciences,"This paper describes the results of a series of studies showing that variations in mother-pup interactions program the development of individual differences in behavioral and endocrine stress responses in the rat. These effects are associated with altered expression of genes in brain regions, such as the amygdala, hippocampus, and hypothalamus, that regulate the expression of stress responses. Studies from evolutionary biology suggest that such ""maternal effects"" are common and often associated with variations in the quality of the maternal environment. Together these findings suggest an epigenetic process whereby the experience of the mother alters the nature of the parent-offspring interactions and thus the phenotype of the offspring.",About the influence of maternal effects in the development of individual differences,0,0,4,2,4,2,2,1,Biology,0,0,Biology,Biology,,
70,10.1016/j.neubiorev.2005.03.022,JournalArticle,2005,"Cameron, Nicole M.; Champagne, Frances A.; Parent, Carine; Fish, Eric W.; Ozaki-Kuroda, Kumi; Meaney, Michael J.",The programming of individual differences in defensive responses and reproductive strategies in the rat through variations in maternal care.,Neuroscience and Biobehavioral Reviews,"There are profound maternal effects on individual differences in defensive responses and reproductive strategies in species ranging literally from plants to insects to birds. Maternal effects commonly reflect the quality of the environment and are most likely mediated by the quality of the maternal provision (egg, propagule, etc.), which in turn determines growth rates and adult phenotype. In this paper, we review data from the rat that suggest comparable forms of maternal effects on both defensive responses to threat and reproductive behavior and which are mediated by variations in maternal behavior. Ultimately, we will need to contend with the reality that neural development, function and health are defined by social and economic influences.","About maternal effects in rats, their causes and consequences",1,0,1,0,1,1,0,2,Psychology,1,1,Ambiguous_Tie,Psychology,"Psychology journal, so follow the automated assignment criterion",Journal from assigned field
71,NA,JournalArticle,2005,"Eisenberg, Leon","Are genes destiny? Have adenine, cytosine, guanine and thymine replaced Lachesis, Clotho and Atropos as the weavers of our fate?",World Psychiatry,"It is as futile to ask how much of the phenotype of an organism is due to nature and how much to its nurture as it is to determine how much of the area of a rectangle is due to its length and how much to its height. Phenotype and area are joint products. The spectacular success of genomics, unfortunately, threatens to re-awaken belief in genes as the principal determinants of human behavior. This paper develops the thesis that gene expression is modified by environmental inputs and that the impact of the environment on a given organism is modified by its genome. Genes set the boundaries of the possible; environments parse out the actual.",About critisizing gene-centrism and the nature vs. nurture dichotomy,0,0,2,2,2,2,0,2,Biology,1,1,Ambiguous_Tie,Medicine,Psychiatry publication,Journal from different field
72,10.1037/0735-7036.119.3.311,JournalArticle,2005,"Hernández-Lloreda, María Victoria; Colmenares, Fernando",Mother-infant relationships in baboons (Papio hamadryas): predictors of differences and discontinuities in developmental pathways.,Journal of Comparative Psychology,"This study uses hierarchical linear regression modeling to analyze sources of variation in the developmental pathways of mother-infant relationships and to search for behavioral discontinuities. The data come from 23 mother-infant dyads of baboons (Papio hamadryas), whose interactions were recorded longitudinally during the infants' 1st year of life. The infant's sex and the mother's age and reproductive experience accounted for part of the variation observed in the developmental pathways of 11 of 20 behavioral measures analyzed; however, some of them did so only in some periods but not in others. The authors proposed that this can reflect the occurrence of reorganizations or discontinuities in the mother-infant relationship that can be related to important life events such as the mother's resumption of sexual activity.",About mothering behavior in primates,4,0,0,0,4,0,4,1,Psychology,0,0,Psychology,Psychology,,
73,10.1016/s0065-3454(05)35006-6,BookChapter,2005,"Lickliter, Robert",Prenatal Sensory Ecology and Experience: Implications for Perceptual and Behavioral Development in Precocial Birds,Advances in the Study of Behavior,"This chapter reviews the evidence derived from research with precocial birds that provides support for this insight. This research shows that the sensitivity and responsiveness of embryos and hatchlings to the different types and amounts of sensory stimulation present in their developmental milieu are modulated by several related factors. These factors include the individual's previous experiential history, its present developmental stage, and the context in which particular sensory experience is provided or denied. This research also demonstrates a remarkable degree of sensitivity to various features of sensory stimulation on the part of the avian embryo, including the amount and intensity of stimulation provided, and the timing and relative order of presentation of stimulation. Most significantly, research with precocial avian species has provided several examples of how normally occurring prenatal experience plays an essential role in the development of species-typical behavior after hatching.",About early prenatal sensory ecology in birds,6,2,4,0,6,4,2,1,Psychology,0,0,Psychology,Psychology,,
74,10.25959/23213063,Dissertation,2005,"Sinn, David L.","From individuals to populations: personality traits in southern dumpling squid (Euprymna tasmanica Pfeffer, 1884) and their life history correlates",NA,"Several major reviews have recently highlighted the interest amongst life scientists in understanding the ecological and evolutionary significance of animal personality traits (e.g., Wilson 1998; Gosling 2001; Sih et al. 2004a). The term personality trait as it is used here simply refers to consistent individual differences in an animal's behavioural style (as opposed to its discrete acts), and therefore, represent a potential suite of behavioural traits that can describe behavioural individuality in animals. Using personality descriptors such as shyness-boldness, activity, etc., has the advantage in that we can describe holistic, aggregate behaviour of animals that may be important for selection between individuals. Understanding how animal personalities interact with life history strategies may help explain how individuals make-up populations, an important issue in evolutionary and population ecology.  While intuitively appealing, our knowledge of how intra-population individual differences in behaviour influence life histories is in its infancy (Wilson 1998). Cephalopods are well-known for their inter-individual variation in several key life history traits (e.g. growth and age-at-maturity), represent important commercial species in a number of worldwide fisheries, and also display complex individual behaviours (Sinn et al. 2001). Through a series of four experiments this project investigated personality traits in squid and their biological and ecological consequences. Four traits (shy-bold, activity, reactivity, and bury persistence) were identified across two ecologically important contexts in wild-caught adult squid. Trait expression was sex-independent, context-specific (i.e. bold squid in threat tests were not necessarily bold in feeding ones), and was related to body size and reproductive maturity. There was high individual variability in developmental processes associated with all traits, but some of this variation was partially explained by context, age, and developmental groups of squid. A quantitative genetic study was undertaken to describe the genetic structure of traits, in order to understand the potential for traits to respond to selection as well as provide a genotypic basis to understand potential fitness-related processes. In general, there were significant patterns of additive genetic variance for threat traits but not their feed counterparts, while age-related patterns of heritability indicated age-specific genetic expression for traits in both contexts. Reproductive experiments indicated no direct relationship between a female squid's personality and her short-term fitness, but an individual's levels of feeding boldness did have consequences for its subsequent success in mate pairings. Finally, a three year field study examined the frequencies of personality phenotypes across two populations in relation to density, body size, and sex ratios of squid within each population. Observations indicated differences between years and populations in mean change and patterns of frequencies of behavioural phenotypes, but these changes appeared to be independent of patterns in population body size and sex-ratio. This study is a first attempt to relate individualized behaviour to life history variables in a cephalopod mollusc, and the results should contribute to our knowledge of how individuals make up populations, a process that is of importance to a number of life sciences, including behavioural, population, fisheries and evolutionary ecology.",About personalities in cephalopods,10,2,24,0,24,10,14,1,Biology,0,0,Biology,Biology,,
75,10.1002/dev.20090,JournalArticle,2005,"Brunelli, Susan A.",Development and evolution of hidden regulators: selective breeding for an infantile phenotype.,Developmental Psychobiology,"Mother-infant separation in the rat has been used as an analytical tool to reveal biosocial processes underlying infant physiology and behavior. The same strategy has guided a project in which selective breeding for an infantile behavior has provided insights into how biological systems become recruited and integrated as expressions of temperamental affective responses. Two lines of rats (High and Low USV lines) were selectively bred based on rates of USV emission to maternal separation and isolation at postnatal day (P) 10. After many generations of breeding, the High and Low lines show widespread and distinctly different profiles of physiology and behavior in the first 3 weeks of life. Insights gained from longitudinal studies suggest that selection may work by reorganizing developmental processes, not just a given trait, over the postnatal period. As animal models, the lines have the potential to provide valuable tools for understanding developmental mechanisms underlying genetic and developmental risk for depression/anxiety syndromes in children and adults.",About selectively breeding rats with infant traits,5,0,4,2,5,4,1,1,Psychology,0,1,Ambiguous_Close,Psychology,Psychological topic and journal,Journal from assigned field
76,10.1016/j.biopsych.2005.10.016,JournalArticle,2006,"Champagne, Frances A.; Meaney, Michael J.",Stress during gestation alters postpartum maternal care and the development of the offspring in a rodent model.,Biological Psychiatry,"Background: Epidemiological studies suggest that environmental adversity can alter parental care and thus influence child development. We addressed the question of whether stressors can directly affect parental behavior using a rodent model of stable, individual differences in maternal behavior. Methods: Lactating rat mothers were characterized as high or low in pup-directed licking/grooming (LG) behavior, rebred, and subjected to 7 days of intermittent stress or control conditions during gestation. Female rats were mated a third time without any subsequent intervention. Maternal behavior, oxytocin receptor (OTR) binding, and offspring behavior were examined. Results: Stress reduced OTR levels and pup LG of high LG mothers to levels comparable with those of low LG mothers. The adult offspring of the gestational stress/high LG mothers resembled those of low LG mothers on behavioral measures of anxiety and maternal behavior, as well as OTR levels. The results of the third mating revealed an enduring effect of gestational stress on both mother and offspring maternal LG. Conclusions: These findings suggest that stress can directly alter maternal care through the neuroendocrine systems that normally regulate this behavior. Thus, the effects of environmental adversity can be transmitted across generations through a nongenomic mechanism involving maternal care.",About the influence of maternal care on stress,1,0,2,12,12,2,10,1,Medicine,0,0,Medicine,Medicine,,
